linked_in_profile_name=corykennedy
Post_ID,Post_URL,Post_Author_Name,Post_Author_Profile,Post_Author_JobTitle,Post_Time,Post_Content,Post_Reactions,Post_Comments,Post_Impressions,Date_Collected
7270118900904673280,https://www.linkedin.com/feed/update/urn:li:activity:7270118900904673280/,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,6mo •6 months ago • Visible to anyone on or off LinkedIn,"HUGE Congrats to the hackiest hacker I work with.   I got my
OffSec
PTSD just thinking about what it took to achieve this.  Well done.",16,0,0,2025-06-23 22:55:08
7085423160996564992,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1yr •1 year ago • Visible to anyone on or off LinkedIn,"I encourage you to read in full the
hashtag
#
whitehouse
National Cybersecurity Strategy Implementation Plan.
But.... if you are lazy like me and want to ask the document specific questions, here is an example of how training
hashtag
#
hackGPTp
with this document can help you answer some basic questions quickly.
Get it here:
https://lnkd.in/dP_Md7VM
Here is the training data from the screenshot:
https://lnkd.in/dySgT5CN
Official Plan link:
https://lnkd.in/dHMPWqfe",16,1,0,2025-06-23 22:55:12
7084255063656845312,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1yr •1 year ago • Visible to anyone on or off LinkedIn,"Do you or a loved one need to enumerate, visualize and hunt for secrets from a git repository but don't really want to do any work?
Try my 2 piece set today, where all you need to do is input a github username and it will do all the work for you!
Get it here:
https://lnkd.in/gFZCmrHX
or try it in the cloud at
https://lnkd.in/gYiuj9AF
, all for free and it doesn't even require an API key.",20,3,0,2025-06-23 22:55:12
7082404268585996288,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1yr •1 year ago • Visible to anyone on or off LinkedIn,"Refactored
hashtag
#
HackGPT
with a new mode
hashtag
#
HackGPTp
.  The P is for Private! It is built from a my previous hackGPTlocal and privateGPT.
It can run 100% offline and can be trained with all of your top secret and bottom secret data.
It runs the webserver locally, and accepts most file types and identifies where it derived its answer from by identifying and displaying those sections.
The screenshot below demonstrates me uploading the
hashtag
#
crowdstrike
2023 global threat report pdf and then asking it questions.
Get it here:
https://lnkd.in/g8GUgzVN",22,0,0,2025-06-23 22:55:12
7080466564176625666,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,1yr •1 year ago • Visible to anyone on or off LinkedIn,"Today something spicy happened to me.  I was minding my own beeswax and I get a text from a scammer. Can you imagine such a thing?
So I did what anyone would do these days and built a generative AI powered automated text response framework.  It reads the SMS, pairs it with a persona I made and then automatically texts the reply back.  Its a hoot.
It'll be ready soon",28,4,0,2025-06-23 22:55:12
7074765874125041664,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,2yr •2 years ago • Visible to anyone on or off LinkedIn,"Python script getting out of hand?
I wrote a simple way to keep track track of things so you can debug and not have to repeat previous steps.
Add it to your code today!
https://lnkd.in/g5ChWn3U",12,0,0,2025-06-23 22:55:12
7071883077911785472,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,2yr •2 years ago • Visible to anyone on or off LinkedIn,"If you are a
MISP Project (@misp@misp-community.org )
user, go update your instance and pull the latest objects.  Sync everything up and now you can add objects for tracking LLM models.
hashtag
#
chatgpt
hashtag
#
openai
hashtag
#
misp
hashtag
#
bard",47,0,0,2025-06-23 22:55:12
7047016841310834688,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,2yr •2 years ago • Visible to anyone on or off LinkedIn,"Just added new
hashtag
#
hackGPT
goodies:
-  Hunt your
Atlassian
JIRA for  ""Type=bug""
-  develop a fix for hits
-  Comment that fix back to the ticket
Get it at
hackGPT.com
and you will still be able to ignore bugs in your code while acting like you aren't.
hashtag
#
ChatGPT",15,0,0,2025-06-23 22:55:17
7038926087384424448,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,2yr •2 years ago • Visible to anyone on or off LinkedIn,"I don't know who needs to hear this...
Good: Exploring the wonderment of
OpenAI
hashtag
#
ChatGPT
Bad: Putting your API tokens in code.
I asked
hashtag
#
hackGPT
to write regex to find itself:
\bsk-[a-zA-Z0-9]{48}
I started looking for keys w/
Sourcegraph
and....
https://lnkd.in/gw33qE8H",11,3,0,2025-06-23 22:55:17
7038140290368503808,,Corian (Cory) KennedyCorian (Cory) Kennedy,https://www.linkedin.com/in/corykennedy?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHEAqwBe3pkOuBRgej4t0ZfeBl6UTV5ceA,𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢𝙷𝚊𝚌𝚔𝚝𝚞𝚊𝚕𝚒𝚣𝚎𝚛 | 𝙰𝚍𝚟𝚎𝚛𝚜𝚊𝚛𝚢 𝙳𝚒𝚜𝚛𝚞𝚙𝚝𝚘𝚛 | 𝖥𝗈𝗎𝗇𝖽𝖾𝗋 𝗈𝖿 𝖲𝖾𝖼𝖪𝖢,2yr •2 years ago • Visible to anyone on or off LinkedIn,"hashtag
#
hackGPT
enabled
hashtag
#
siri
on
hashtag
#
ios
?
At this point,  why not.
http://hackgpt.com",13,2,0,2025-06-23 22:55:17
